secs,power,hr,cad,session_time,hr_p_fatigue
998,266,164,102,998,97.5
999,291,164,102,999,91.25
1000,283,163,103,1000,92.25
1001,296,163,104,1001,89.0
1002,292,163,106,1002,90.0
1003,262,163,103,1003,97.5
1004,288,163,104,1004,91.0
1005,281,164,104,1005,93.75
1006,257,164,102,1006,99.75
1007,256,165,100,1007,101.0
1008,287,165,101,1008,93.25
1009,274,165,103,1009,96.5
1010,276,165,102,1010,96.0
1011,268,164,102,1011,97.0
1012,259,164,99,1012,99.25
1013,247,164,99,1013,102.25
1014,254,164,97,1014,100.5
1015,269,164,99,1015,96.75
1016,248,164,96,1016,102.0
1017,262,163,96,1017,97.5
1018,252,163,96,1018,100.0
1019,251,163,96,1019,100.25
1020,268,162,96,1020,95.0
1021,256,161,96,1021,97.0
1022,259,161,96,1022,96.25
1023,276,161,96,1023,92.0
1024,277,161,99,1024,91.75
1025,254,162,97,1025,98.5
1026,256,162,96,1026,98.0
1027,285,163,97,1027,91.75
1028,251,163,100,1028,100.25
1029,250,163,97,1029,100.5
1030,228,163,93,1030,106.0
1031,220,164,90,1031,109.0
1032,252,163,90,1032,100.0
1033,280,164,94,1033,94.0
1034,261,164,96,1034,98.75
1035,233,164,92,1035,105.75
1036,276,165,94,1036,96.0
1037,250,165,94,1037,102.5
1038,250,165,95,1038,102.5
1039,255,165,93,1039,101.25
1040,267,165,94,1040,98.25
1041,274,165,97,1041,96.5
1042,284,166,99,1042,95.0
1043,286,166,101,1043,94.5
1044,274,166,101,1044,97.5
1045,278,165,101,1045,95.5
1046,268,165,101,1046,98.0
1047,268,165,100,1047,98.0
1048,266,165,99,1048,98.5
1049,275,164,100,1049,95.25
1050,269,164,100,1050,96.75
1051,278,164,100,1051,94.5
1052,270,164,100,1052,96.5
1053,250,164,98,1053,101.5
1054,271,163,98,1054,95.25
1055,264,163,99,1055,97.0
1056,274,162,99,1056,93.5
1057,272,162,99,1057,94.0
1058,269,162,99,1058,94.75
1059,272,161,99,1059,93.0
1060,298,161,101,1060,86.5
1061,274,162,101,1061,93.5
1062,264,162,100,1062,96.0
1063,252,162,98,1063,99.0
1064,277,162,99,1064,92.75
1065,253,162,98,1065,98.75
1066,263,162,98,1066,96.25
1067,257,162,98,1067,97.75
1068,267,162,98,1068,95.25
1069,249,162,96,1069,99.75
1070,243,162,95,1070,101.25
1071,269,162,95,1071,94.75
1072,269,163,94,1072,95.75
1073,304,163,101,1073,87.0
1074,298,164,104,1074,89.5
1075,299,164,106,1075,89.25
1076,254,165,104,1076,101.5
1077,245,164,100,1077,102.75
1078,276,164,100,1078,95.0
1079,318,164,103,1079,84.5
1080,280,164,105,1080,94.0
1081,282,164,103,1081,93.5
1082,266,164,103,1082,97.5
1083,283,164,100,1083,93.25
1084,273,164,102,1084,95.75
1085,254,164,100,1085,100.5
1086,285,164,100,1086,92.75
1087,279,163,102,1087,93.25
1088,291,164,102,1088,91.25
1089,263,165,101,1089,99.25
1090,269,164,99,1090,96.75
1091,286,164,100,1091,92.5
1092,297,164,103,1092,89.75
1093,285,165,101,1093,93.75
1094,283,165,104,1094,94.25
1095,266,165,101,1095,98.5
1096,264,165,99,1096,99.0
1097,286,165,100,1097,93.5
1098,264,165,99,1098,99.0
1099,276,166,99,1099,97.0
1100,276,166,99,1100,97.0
1101,273,166,98,1101,97.75
1102,274,166,98,1102,97.5
1103,289,165,100,1103,92.75
1104,275,165,100,1104,96.25
1105,278,165,99,1105,95.5
1106,281,164,100,1106,93.75
1107,287,164,100,1107,92.25
1108,280,164,101,1108,94.0
1109,282,164,101,1109,93.5
1110,282,164,100,1110,93.5
1111,267,164,99,1111,97.25
1112,276,164,98,1112,95.0
1113,279,165,99,1113,95.25
1114,285,164,100,1114,92.75
1115,267,164,99,1115,97.25
1116,286,163,100,1116,91.5
1117,262,163,98,1117,97.5
1118,291,163,99,1118,90.25
1119,291,163,101,1119,90.25
1120,276,162,100,1120,93.0
1121,264,162,99,1121,96.0
1122,278,162,98,1122,92.5
1123,292,161,99,1123,88.0
1124,298,160,101,1124,85.5
1125,293,160,102,1125,86.75
1126,301,160,103,1126,84.75
1127,309,160,106,1127,82.75
1128,298,161,105,1128,86.5
1129,282,161,105,1129,90.5
1130,274,162,102,1130,93.5
1131,272,162,101,1131,94.0
1132,265,162,99,1132,95.75
1133,284,163,98,1133,92.0
1134,287,163,100,1134,91.25
1135,269,163,100,1135,95.75
1136,274,163,98,1136,94.5
1137,283,164,99,1137,93.25
1138,278,164,99,1138,94.5
1139,297,165,100,1139,90.75
1140,267,165,99,1140,98.25
1141,281,165,98,1141,94.75
1142,305,165,102,1142,88.75
1143,274,165,101,1143,96.5
1144,287,166,102,1144,94.25
1145,281,166,102,1145,95.75
1146,277,166,100,1146,96.75
1147,278,165,100,1147,95.5
1148,266,165,98,1148,98.5
1149,285,165,98,1149,93.75
1150,295,165,102,1150,91.25
1151,268,165,101,1151,98.0
1152,266,165,98,1152,98.5
1153,285,165,99,1153,93.75
1154,282,165,100,1154,94.5
1155,266,165,99,1155,98.5
1156,282,165,99,1156,94.5
1157,292,165,99,1157,92.0
1158,296,164,102,1158,90.0
1159,315,164,104,1159,85.25
1160,275,164,104,1160,95.25
1161,270,164,102,1161,96.5
1162,269,164,101,1162,96.75
1163,293,164,102,1163,90.75
1164,278,164,102,1164,94.5
1165,292,164,102,1165,91.0
1166,308,164,104,1166,87.0
1167,288,165,106,1167,93.0
1168,230,165,98,1168,107.5
1169,295,164,99,1169,90.25
1170,292,164,102,1170,91.0
1171,267,165,101,1171,98.25
1172,289,165,100,1172,92.75
1173,293,165,103,1173,91.75
1174,277,166,101,1174,96.75
1175,291,165,102,1175,92.25
1176,289,165,103,1176,92.75
1177,297,164,103,1177,89.75
1178,279,165,104,1178,95.25
1179,284,165,103,1179,94.0
1180,290,165,103,1180,92.5
1181,279,165,102,1181,95.25
1182,290,166,105,1182,93.5
1183,254,166,100,1183,102.5
1184,263,166,96,1184,100.25
